candidate_id,name,category,status,marco,hypothesis,baseline,metrics,benchmark_type,benchmark,required_configuration,expected_runtime_use,cost_to_measure,latency_to_measure,risks_to_measure,gate,evidence_generated,promotion_criteria,rejection_criteria,removal_criteria,substitute_candidate,substitute_reason
8-5-rag-retrieval-techniques__hierarchical-summarization,hierarchical summarization,8.5 RAG/retrieval techniques,BENCHMARKED,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether hierarchical summarization improves final product output.,TBD_BY_BASELINE,"[""TBD_BY_BENCHMARK""]",LOCAL_READINESS,scripts/run_benchmark.py,TBD_BY_CONFIGURATION_REVIEW,TBD_BY_RUNTIME_REVIEW,TBD_BY_BENCHMARK,TBD_BY_BENCHMARK,TBD_BY_SECURITY_TESTING,check_candidate_catalog_complete,final_case_evidence/benchmark_results.jsonl,direct benchmark passed; runtime promotion still requires output-value review and decision ledger,TBD_BY_BENCHMARK,TBD_BY_REPOSITORY_CLEANLINESS,,
8-5-rag-retrieval-techniques__contextual-compression,contextual compression,8.5 RAG/retrieval techniques,BENCHMARKED,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether contextual compression improves final product output.,TBD_BY_BASELINE,"[""TBD_BY_BENCHMARK""]",LOCAL_READINESS,scripts/run_benchmark.py,TBD_BY_CONFIGURATION_REVIEW,TBD_BY_RUNTIME_REVIEW,TBD_BY_BENCHMARK,TBD_BY_BENCHMARK,TBD_BY_SECURITY_TESTING,check_candidate_catalog_complete,final_case_evidence/benchmark_results.jsonl,direct benchmark passed; runtime promotion still requires output-value review and decision ledger,TBD_BY_BENCHMARK,TBD_BY_REPOSITORY_CLEANLINESS,,
8-5-rag-retrieval-techniques__semantic-chunking,semantic chunking,8.5 RAG/retrieval techniques,BENCHMARKED,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether semantic chunking improves final product output.,TBD_BY_BASELINE,"[""TBD_BY_BENCHMARK""]",LOCAL_READINESS,scripts/run_benchmark.py,TBD_BY_CONFIGURATION_REVIEW,TBD_BY_RUNTIME_REVIEW,TBD_BY_BENCHMARK,TBD_BY_BENCHMARK,TBD_BY_SECURITY_TESTING,check_candidate_catalog_complete,final_case_evidence/benchmark_results.jsonl,direct benchmark passed; runtime promotion still requires output-value review and decision ledger,TBD_BY_BENCHMARK,TBD_BY_REPOSITORY_CLEANLINESS,,
8-5-rag-retrieval-techniques__metadata-aware-chunking,metadata-aware chunking,8.5 RAG/retrieval techniques,BENCHMARKED,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether metadata-aware chunking improves final product output.,TBD_BY_BASELINE,"[""TBD_BY_BENCHMARK""]",LOCAL_READINESS,scripts/run_benchmark.py,TBD_BY_CONFIGURATION_REVIEW,TBD_BY_RUNTIME_REVIEW,TBD_BY_BENCHMARK,TBD_BY_BENCHMARK,TBD_BY_SECURITY_TESTING,check_candidate_catalog_complete,final_case_evidence/benchmark_results.jsonl,direct benchmark passed; runtime promotion still requires output-value review and decision ledger,TBD_BY_BENCHMARK,TBD_BY_REPOSITORY_CLEANLINESS,,
8-5-rag-retrieval-techniques__proposition-based-chunking,proposition-based chunking,8.5 RAG/retrieval techniques,BENCHMARKED,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether proposition-based chunking improves final product output.,TBD_BY_BASELINE,"[""TBD_BY_BENCHMARK""]",LOCAL_READINESS,scripts/run_benchmark.py,TBD_BY_CONFIGURATION_REVIEW,TBD_BY_RUNTIME_REVIEW,TBD_BY_BENCHMARK,TBD_BY_BENCHMARK,TBD_BY_SECURITY_TESTING,check_candidate_catalog_complete,final_case_evidence/benchmark_results.jsonl,direct benchmark passed; runtime promotion still requires output-value review and decision ledger,TBD_BY_BENCHMARK,TBD_BY_REPOSITORY_CLEANLINESS,,
8-5-rag-retrieval-techniques__atomic-fact-extraction,atomic fact extraction,8.5 RAG/retrieval techniques,BENCHMARKED,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether atomic fact extraction improves final product output.,TBD_BY_BASELINE,"[""TBD_BY_BENCHMARK""]",LOCAL_READINESS,scripts/run_benchmark.py,TBD_BY_CONFIGURATION_REVIEW,TBD_BY_RUNTIME_REVIEW,TBD_BY_BENCHMARK,TBD_BY_BENCHMARK,TBD_BY_SECURITY_TESTING,check_candidate_catalog_complete,final_case_evidence/benchmark_results.jsonl,direct benchmark passed; runtime promotion still requires output-value review and decision ledger,TBD_BY_BENCHMARK,TBD_BY_REPOSITORY_CLEANLINESS,,
8-5-rag-retrieval-techniques__colbert-late-interaction-retrieval,ColBERT / late-interaction retrieval,8.5 RAG/retrieval techniques,BENCHMARKED,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether ColBERT / late-interaction retrieval improves final product output.,TBD_BY_BASELINE,"[""TBD_BY_BENCHMARK""]",LOCAL_READINESS,scripts/run_benchmark.py,TBD_BY_CONFIGURATION_REVIEW,TBD_BY_RUNTIME_REVIEW,TBD_BY_BENCHMARK,TBD_BY_BENCHMARK,TBD_BY_SECURITY_TESTING,check_candidate_catalog_complete,final_case_evidence/benchmark_results.jsonl,direct benchmark passed; runtime promotion still requires output-value review and decision ledger,TBD_BY_BENCHMARK,TBD_BY_REPOSITORY_CLEANLINESS,,
8-5-rag-retrieval-techniques__learned-sparse-retrieval,learned sparse retrieval,8.5 RAG/retrieval techniques,BENCHMARKED,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether learned sparse retrieval improves final product output.,TBD_BY_BASELINE,"[""TBD_BY_BENCHMARK""]",LOCAL_READINESS,scripts/run_benchmark.py,TBD_BY_CONFIGURATION_REVIEW,TBD_BY_RUNTIME_REVIEW,TBD_BY_BENCHMARK,TBD_BY_BENCHMARK,TBD_BY_SECURITY_TESTING,check_candidate_catalog_complete,final_case_evidence/benchmark_results.jsonl,direct benchmark passed; runtime promotion still requires output-value review and decision ledger,TBD_BY_BENCHMARK,TBD_BY_REPOSITORY_CLEANLINESS,,
8-5-rag-retrieval-techniques__meta-retrieval-router-de-retrievers,meta-retrieval / router de retrievers,8.5 RAG/retrieval techniques,BENCHMARKED,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether meta-retrieval / router de retrievers improves final product output.,TBD_BY_BASELINE,"[""TBD_BY_BENCHMARK""]",LOCAL_READINESS,scripts/run_benchmark.py,TBD_BY_CONFIGURATION_REVIEW,TBD_BY_RUNTIME_REVIEW,TBD_BY_BENCHMARK,TBD_BY_BENCHMARK,TBD_BY_SECURITY_TESTING,check_candidate_catalog_complete,final_case_evidence/benchmark_results.jsonl,direct benchmark passed; runtime promotion still requires output-value review and decision ledger,TBD_BY_BENCHMARK,TBD_BY_REPOSITORY_CLEANLINESS,,
8-5-rag-retrieval-techniques__query-intent-classification,query intent classification,8.5 RAG/retrieval techniques,BENCHMARKED,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether query intent classification improves final product output.,TBD_BY_BASELINE,"[""TBD_BY_BENCHMARK""]",LOCAL_READINESS,scripts/run_benchmark.py,TBD_BY_CONFIGURATION_REVIEW,TBD_BY_RUNTIME_REVIEW,TBD_BY_BENCHMARK,TBD_BY_BENCHMARK,TBD_BY_SECURITY_TESTING,check_candidate_catalog_complete,final_case_evidence/benchmark_results.jsonl,direct benchmark passed; runtime promotion still requires output-value review and decision ledger,TBD_BY_BENCHMARK,TBD_BY_REPOSITORY_CLEANLINESS,,
8-5-rag-retrieval-techniques__retrieval-budget-allocation,retrieval budget allocation,8.5 RAG/retrieval techniques,BENCHMARKED,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether retrieval budget allocation improves final product output.,TBD_BY_BASELINE,"[""TBD_BY_BENCHMARK""]",LOCAL_READINESS,scripts/run_benchmark.py,TBD_BY_CONFIGURATION_REVIEW,TBD_BY_RUNTIME_REVIEW,TBD_BY_BENCHMARK,TBD_BY_BENCHMARK,TBD_BY_SECURITY_TESTING,check_candidate_catalog_complete,final_case_evidence/benchmark_results.jsonl,direct benchmark passed; runtime promotion still requires output-value review and decision ledger,TBD_BY_BENCHMARK,TBD_BY_REPOSITORY_CLEANLINESS,,
8-5-rag-retrieval-techniques__cache-aware-retrieval,cache-aware retrieval,8.5 RAG/retrieval techniques,BENCHMARKED,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether cache-aware retrieval improves final product output.,TBD_BY_BASELINE,"[""TBD_BY_BENCHMARK""]",LOCAL_READINESS,scripts/run_benchmark.py,TBD_BY_CONFIGURATION_REVIEW,TBD_BY_RUNTIME_REVIEW,TBD_BY_BENCHMARK,TBD_BY_BENCHMARK,TBD_BY_SECURITY_TESTING,check_candidate_catalog_complete,final_case_evidence/benchmark_results.jsonl,direct benchmark passed; runtime promotion still requires output-value review and decision ledger,TBD_BY_BENCHMARK,TBD_BY_REPOSITORY_CLEANLINESS,,
8-5-rag-retrieval-techniques__semantic-cache,semantic cache,8.5 RAG/retrieval techniques,BENCHMARKED,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether semantic cache improves final product output.,TBD_BY_BASELINE,"[""TBD_BY_BENCHMARK""]",LOCAL_READINESS,scripts/run_benchmark.py,TBD_BY_CONFIGURATION_REVIEW,TBD_BY_RUNTIME_REVIEW,TBD_BY_BENCHMARK,TBD_BY_BENCHMARK,TBD_BY_SECURITY_TESTING,check_candidate_catalog_complete,final_case_evidence/benchmark_results.jsonl,direct benchmark passed; runtime promotion still requires output-value review and decision ledger,TBD_BY_BENCHMARK,TBD_BY_REPOSITORY_CLEANLINESS,,
8-5-rag-retrieval-techniques__access-control-aware-rag,access-control-aware RAG,8.5 RAG/retrieval techniques,BENCHMARKED,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether access-control-aware RAG improves final product output.,TBD_BY_BASELINE,"[""TBD_BY_BENCHMARK""]",LOCAL_READINESS,scripts/run_benchmark.py,TBD_BY_CONFIGURATION_REVIEW,TBD_BY_RUNTIME_REVIEW,TBD_BY_BENCHMARK,TBD_BY_BENCHMARK,TBD_BY_SECURITY_TESTING,check_candidate_catalog_complete,final_case_evidence/benchmark_results.jsonl,direct benchmark passed; runtime promotion still requires output-value review and decision ledger,TBD_BY_BENCHMARK,TBD_BY_REPOSITORY_CLEANLINESS,,
8-5-rag-retrieval-techniques__permission-preserving-retrieval,permission-preserving retrieval,8.5 RAG/retrieval techniques,BENCHMARKED,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether permission-preserving retrieval improves final product output.,TBD_BY_BASELINE,"[""TBD_BY_BENCHMARK""]",LOCAL_READINESS,scripts/run_benchmark.py,TBD_BY_CONFIGURATION_REVIEW,TBD_BY_RUNTIME_REVIEW,TBD_BY_BENCHMARK,TBD_BY_BENCHMARK,TBD_BY_SECURITY_TESTING,check_candidate_catalog_complete,final_case_evidence/benchmark_results.jsonl,direct benchmark passed; runtime promotion still requires output-value review and decision ledger,TBD_BY_BENCHMARK,TBD_BY_REPOSITORY_CLEANLINESS,,
8-5-rag-retrieval-techniques__least-context-retrieval,least-context retrieval,8.5 RAG/retrieval techniques,BENCHMARKED,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether least-context retrieval improves final product output.,TBD_BY_BASELINE,"[""TBD_BY_BENCHMARK""]",LOCAL_READINESS,scripts/run_benchmark.py,TBD_BY_CONFIGURATION_REVIEW,TBD_BY_RUNTIME_REVIEW,TBD_BY_BENCHMARK,TBD_BY_BENCHMARK,TBD_BY_SECURITY_TESTING,check_candidate_catalog_complete,final_case_evidence/benchmark_results.jsonl,direct benchmark passed; runtime promotion still requires output-value review and decision ledger,TBD_BY_BENCHMARK,TBD_BY_REPOSITORY_CLEANLINESS,,
8-6-reranking__cross-encoder-reranking,cross-encoder reranking,8.6 Reranking,BENCHMARKED,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether cross-encoder reranking improves final product output.,TBD_BY_BASELINE,"[""TBD_BY_BENCHMARK""]",LOCAL_READINESS,scripts/run_benchmark.py,TBD_BY_CONFIGURATION_REVIEW,TBD_BY_RUNTIME_REVIEW,TBD_BY_BENCHMARK,TBD_BY_BENCHMARK,TBD_BY_SECURITY_TESTING,check_candidate_catalog_complete,final_case_evidence/benchmark_results.jsonl,direct benchmark passed; runtime promotion still requires output-value review and decision ledger,TBD_BY_BENCHMARK,TBD_BY_REPOSITORY_CLEANLINESS,,
8-6-reranking__listwise-reranking,listwise reranking,8.6 Reranking,BENCHMARKED,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether listwise reranking improves final product output.,TBD_BY_BASELINE,"[""TBD_BY_BENCHMARK""]",LOCAL_READINESS,scripts/run_benchmark.py,TBD_BY_CONFIGURATION_REVIEW,TBD_BY_RUNTIME_REVIEW,TBD_BY_BENCHMARK,TBD_BY_BENCHMARK,TBD_BY_SECURITY_TESTING,check_candidate_catalog_complete,final_case_evidence/benchmark_results.jsonl,direct benchmark passed; runtime promotion still requires output-value review and decision ledger,TBD_BY_BENCHMARK,TBD_BY_REPOSITORY_CLEANLINESS,,
8-6-reranking__pointwise-reranking,pointwise reranking,8.6 Reranking,BENCHMARKED,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether pointwise reranking improves final product output.,TBD_BY_BASELINE,"[""TBD_BY_BENCHMARK""]",LOCAL_READINESS,scripts/run_benchmark.py,TBD_BY_CONFIGURATION_REVIEW,TBD_BY_RUNTIME_REVIEW,TBD_BY_BENCHMARK,TBD_BY_BENCHMARK,TBD_BY_SECURITY_TESTING,check_candidate_catalog_complete,final_case_evidence/benchmark_results.jsonl,direct benchmark passed; runtime promotion still requires output-value review and decision ledger,TBD_BY_BENCHMARK,TBD_BY_REPOSITORY_CLEANLINESS,,
8-6-reranking__llm-reranking,LLM reranking,8.6 Reranking,BENCHMARKED,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether LLM reranking improves final product output.,TBD_BY_BASELINE,"[""TBD_BY_BENCHMARK""]",LOCAL_READINESS,scripts/run_benchmark.py,TBD_BY_CONFIGURATION_REVIEW,TBD_BY_RUNTIME_REVIEW,TBD_BY_BENCHMARK,TBD_BY_BENCHMARK,TBD_BY_SECURITY_TESTING,check_candidate_catalog_complete,final_case_evidence/benchmark_results.jsonl,direct benchmark passed; runtime promotion still requires output-value review and decision ledger,TBD_BY_BENCHMARK,TBD_BY_REPOSITORY_CLEANLINESS,,
8-6-reranking__neural-reranking,neural reranking,8.6 Reranking,BENCHMARKED,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether neural reranking improves final product output.,TBD_BY_BASELINE,"[""TBD_BY_BENCHMARK""]",LOCAL_READINESS,scripts/run_benchmark.py,TBD_BY_CONFIGURATION_REVIEW,TBD_BY_RUNTIME_REVIEW,TBD_BY_BENCHMARK,TBD_BY_BENCHMARK,TBD_BY_SECURITY_TESTING,check_candidate_catalog_complete,final_case_evidence/benchmark_results.jsonl,direct benchmark passed; runtime promotion still requires output-value review and decision ledger,TBD_BY_BENCHMARK,TBD_BY_REPOSITORY_CLEANLINESS,,
8-6-reranking__nvidia-reranker-benchmark,NVIDIA reranker benchmark,8.6 Reranking,FUTURE_RESEARCH,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether NVIDIA reranker benchmark improves final product output.,TBD_BY_BASELINE,"[""TBD_BY_EXTERNAL_BENCHMARK""]",PROXY,blocked_until_service_or_license_available,"external credentials, service access, license, or hardware",not_active_runtime,TBD_BY_BENCHMARK,TBD_BY_BENCHMARK,TBD_BY_SECURITY_TESTING,check_candidate_catalog_complete,final_case_evidence/benchmark_results.jsonl,direct benchmark required before runtime promotion,external dependency unavailable,TBD_BY_REPOSITORY_CLEANLINESS,local_proxy_if_external_unavailable,"Original candidate requires unavailable SaaS, license, hardware, or credentials."
8-6-reranking__visual-reranking,visual reranking,8.6 Reranking,BENCHMARKED,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether visual reranking improves final product output.,TBD_BY_BASELINE,"[""TBD_BY_BENCHMARK""]",LOCAL_READINESS,scripts/run_benchmark.py,TBD_BY_CONFIGURATION_REVIEW,TBD_BY_RUNTIME_REVIEW,TBD_BY_BENCHMARK,TBD_BY_BENCHMARK,TBD_BY_SECURITY_TESTING,check_candidate_catalog_complete,final_case_evidence/benchmark_results.jsonl,direct benchmark passed; runtime promotion still requires output-value review and decision ledger,TBD_BY_BENCHMARK,TBD_BY_REPOSITORY_CLEANLINESS,,
8-6-reranking__source-trust-aware-reranking,source-trust-aware reranking,8.6 Reranking,BENCHMARKED,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether source-trust-aware reranking improves final product output.,TBD_BY_BASELINE,"[""TBD_BY_BENCHMARK""]",LOCAL_READINESS,scripts/run_benchmark.py,TBD_BY_CONFIGURATION_REVIEW,TBD_BY_RUNTIME_REVIEW,TBD_BY_BENCHMARK,TBD_BY_BENCHMARK,TBD_BY_SECURITY_TESTING,check_candidate_catalog_complete,final_case_evidence/benchmark_results.jsonl,direct benchmark passed; runtime promotion still requires output-value review and decision ledger,TBD_BY_BENCHMARK,TBD_BY_REPOSITORY_CLEANLINESS,,
8-6-reranking__freshness-aware-reranking,freshness-aware reranking,8.6 Reranking,BENCHMARKED,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether freshness-aware reranking improves final product output.,TBD_BY_BASELINE,"[""TBD_BY_BENCHMARK""]",LOCAL_READINESS,scripts/run_benchmark.py,TBD_BY_CONFIGURATION_REVIEW,TBD_BY_RUNTIME_REVIEW,TBD_BY_BENCHMARK,TBD_BY_BENCHMARK,TBD_BY_SECURITY_TESTING,check_candidate_catalog_complete,final_case_evidence/benchmark_results.jsonl,direct benchmark passed; runtime promotion still requires output-value review and decision ledger,TBD_BY_BENCHMARK,TBD_BY_REPOSITORY_CLEANLINESS,,
8-7-evidence-verification-uncertainty-and-abstention__evidence-extraction-before-generation,evidence extraction before generation,"8.7 Evidence, verification, uncertainty and abstention",BENCHMARKED,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether evidence extraction before generation improves final product output.,TBD_BY_BASELINE,"[""TBD_BY_BENCHMARK""]",LOCAL_READINESS,scripts/run_benchmark.py,TBD_BY_CONFIGURATION_REVIEW,TBD_BY_RUNTIME_REVIEW,TBD_BY_BENCHMARK,TBD_BY_BENCHMARK,TBD_BY_SECURITY_TESTING,check_candidate_catalog_complete,final_case_evidence/benchmark_results.jsonl,direct benchmark passed; runtime promotion still requires output-value review and decision ledger,TBD_BY_BENCHMARK,TBD_BY_REPOSITORY_CLEANLINESS,,
8-7-evidence-verification-uncertainty-and-abstention__stepwise-evidence-accumulation,stepwise evidence accumulation,"8.7 Evidence, verification, uncertainty and abstention",BENCHMARKED,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether stepwise evidence accumulation improves final product output.,TBD_BY_BASELINE,"[""TBD_BY_BENCHMARK""]",LOCAL_READINESS,scripts/run_benchmark.py,TBD_BY_CONFIGURATION_REVIEW,TBD_BY_RUNTIME_REVIEW,TBD_BY_BENCHMARK,TBD_BY_BENCHMARK,TBD_BY_SECURITY_TESTING,check_candidate_catalog_complete,final_case_evidence/benchmark_results.jsonl,direct benchmark passed; runtime promotion still requires output-value review and decision ledger,TBD_BY_BENCHMARK,TBD_BY_REPOSITORY_CLEANLINESS,,
8-7-evidence-verification-uncertainty-and-abstention__claim-decomposition,claim decomposition,"8.7 Evidence, verification, uncertainty and abstention",BENCHMARKED,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether claim decomposition improves final product output.,TBD_BY_BASELINE,"[""TBD_BY_BENCHMARK""]",LOCAL_READINESS,scripts/run_benchmark.py,TBD_BY_CONFIGURATION_REVIEW,TBD_BY_RUNTIME_REVIEW,TBD_BY_BENCHMARK,TBD_BY_BENCHMARK,TBD_BY_SECURITY_TESTING,check_candidate_catalog_complete,final_case_evidence/benchmark_results.jsonl,direct benchmark passed; runtime promotion still requires output-value review and decision ledger,TBD_BY_BENCHMARK,TBD_BY_REPOSITORY_CLEANLINESS,,
8-7-evidence-verification-uncertainty-and-abstention__claim-evidence-alignment,claim-evidence alignment,"8.7 Evidence, verification, uncertainty and abstention",BENCHMARKED,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether claim-evidence alignment improves final product output.,TBD_BY_BASELINE,"[""TBD_BY_BENCHMARK""]",LOCAL_READINESS,scripts/run_benchmark.py,TBD_BY_CONFIGURATION_REVIEW,TBD_BY_RUNTIME_REVIEW,TBD_BY_BENCHMARK,TBD_BY_BENCHMARK,TBD_BY_SECURITY_TESTING,check_candidate_catalog_complete,final_case_evidence/benchmark_results.jsonl,direct benchmark passed; runtime promotion still requires output-value review and decision ledger,TBD_BY_BENCHMARK,TBD_BY_REPOSITORY_CLEANLINESS,,
8-7-evidence-verification-uncertainty-and-abstention__claim-verification,claim verification,"8.7 Evidence, verification, uncertainty and abstention",BENCHMARKED,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether claim verification improves final product output.,TBD_BY_BASELINE,"[""TBD_BY_BENCHMARK""]",LOCAL_READINESS,scripts/run_benchmark.py,TBD_BY_CONFIGURATION_REVIEW,TBD_BY_RUNTIME_REVIEW,TBD_BY_BENCHMARK,TBD_BY_BENCHMARK,TBD_BY_SECURITY_TESTING,check_candidate_catalog_complete,final_case_evidence/benchmark_results.jsonl,direct benchmark passed; runtime promotion still requires output-value review and decision ledger,TBD_BY_BENCHMARK,TBD_BY_REPOSITORY_CLEANLINESS,,
8-7-evidence-verification-uncertainty-and-abstention__entailment-based-verification,entailment-based verification,"8.7 Evidence, verification, uncertainty and abstention",BENCHMARKED,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether entailment-based verification improves final product output.,TBD_BY_BASELINE,"[""TBD_BY_BENCHMARK""]",LOCAL_READINESS,scripts/run_benchmark.py,TBD_BY_CONFIGURATION_REVIEW,TBD_BY_RUNTIME_REVIEW,TBD_BY_BENCHMARK,TBD_BY_BENCHMARK,TBD_BY_SECURITY_TESTING,check_candidate_catalog_complete,final_case_evidence/benchmark_results.jsonl,direct benchmark passed; runtime promotion still requires output-value review and decision ledger,TBD_BY_BENCHMARK,TBD_BY_REPOSITORY_CLEANLINESS,,
8-7-evidence-verification-uncertainty-and-abstention__factual-consistency-scoring,factual consistency scoring,"8.7 Evidence, verification, uncertainty and abstention",BENCHMARKED,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether factual consistency scoring improves final product output.,TBD_BY_BASELINE,"[""TBD_BY_BENCHMARK""]",LOCAL_READINESS,scripts/run_benchmark.py,TBD_BY_CONFIGURATION_REVIEW,TBD_BY_RUNTIME_REVIEW,TBD_BY_BENCHMARK,TBD_BY_BENCHMARK,TBD_BY_SECURITY_TESTING,check_candidate_catalog_complete,final_case_evidence/benchmark_results.jsonl,direct benchmark passed; runtime promotion still requires output-value review and decision ledger,TBD_BY_BENCHMARK,TBD_BY_REPOSITORY_CLEANLINESS,,
8-7-evidence-verification-uncertainty-and-abstention__hallucination-detection-p-s-gera-o,hallucination detection pós-geração,"8.7 Evidence, verification, uncertainty and abstention",BENCHMARKED,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether hallucination detection pós-geração improves final product output.,TBD_BY_BASELINE,"[""TBD_BY_BENCHMARK""]",LOCAL_READINESS,scripts/run_benchmark.py,TBD_BY_CONFIGURATION_REVIEW,TBD_BY_RUNTIME_REVIEW,TBD_BY_BENCHMARK,TBD_BY_BENCHMARK,TBD_BY_SECURITY_TESTING,check_candidate_catalog_complete,final_case_evidence/benchmark_results.jsonl,direct benchmark passed; runtime promotion still requires output-value review and decision ledger,TBD_BY_BENCHMARK,TBD_BY_REPOSITORY_CLEANLINESS,,
8-7-evidence-verification-uncertainty-and-abstention__contradiction-detection,contradiction detection,"8.7 Evidence, verification, uncertainty and abstention",BENCHMARKED,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether contradiction detection improves final product output.,TBD_BY_BASELINE,"[""TBD_BY_BENCHMARK""]",LOCAL_READINESS,scripts/run_benchmark.py,TBD_BY_CONFIGURATION_REVIEW,TBD_BY_RUNTIME_REVIEW,TBD_BY_BENCHMARK,TBD_BY_BENCHMARK,TBD_BY_SECURITY_TESTING,check_candidate_catalog_complete,final_case_evidence/benchmark_results.jsonl,direct benchmark passed; runtime promotion still requires output-value review and decision ledger,TBD_BY_BENCHMARK,TBD_BY_REPOSITORY_CLEANLINESS,,
8-7-evidence-verification-uncertainty-and-abstention__knowledge-conflict-resolution,knowledge conflict resolution,"8.7 Evidence, verification, uncertainty and abstention",BENCHMARKED,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether knowledge conflict resolution improves final product output.,TBD_BY_BASELINE,"[""TBD_BY_BENCHMARK""]",LOCAL_READINESS,scripts/run_benchmark.py,TBD_BY_CONFIGURATION_REVIEW,TBD_BY_RUNTIME_REVIEW,TBD_BY_BENCHMARK,TBD_BY_BENCHMARK,TBD_BY_SECURITY_TESTING,check_candidate_catalog_complete,final_case_evidence/benchmark_results.jsonl,direct benchmark passed; runtime promotion still requires output-value review and decision ledger,TBD_BY_BENCHMARK,TBD_BY_REPOSITORY_CLEANLINESS,,
8-7-evidence-verification-uncertainty-and-abstention__counter-evidence-retrieval,counter-evidence retrieval,"8.7 Evidence, verification, uncertainty and abstention",BENCHMARKED,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether counter-evidence retrieval improves final product output.,TBD_BY_BASELINE,"[""TBD_BY_BENCHMARK""]",LOCAL_READINESS,scripts/run_benchmark.py,TBD_BY_CONFIGURATION_REVIEW,TBD_BY_RUNTIME_REVIEW,TBD_BY_BENCHMARK,TBD_BY_BENCHMARK,TBD_BY_SECURITY_TESTING,check_candidate_catalog_complete,final_case_evidence/benchmark_results.jsonl,direct benchmark passed; runtime promotion still requires output-value review and decision ledger,TBD_BY_BENCHMARK,TBD_BY_REPOSITORY_CLEANLINESS,,
8-7-evidence-verification-uncertainty-and-abstention__evidence-sufficiency-classifier,evidence sufficiency classifier,"8.7 Evidence, verification, uncertainty and abstention",BENCHMARKED,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether evidence sufficiency classifier improves final product output.,TBD_BY_BASELINE,"[""TBD_BY_BENCHMARK""]",LOCAL_READINESS,scripts/run_benchmark.py,TBD_BY_CONFIGURATION_REVIEW,TBD_BY_RUNTIME_REVIEW,TBD_BY_BENCHMARK,TBD_BY_BENCHMARK,TBD_BY_SECURITY_TESTING,check_candidate_catalog_complete,final_case_evidence/benchmark_results.jsonl,direct benchmark passed; runtime promotion still requires output-value review and decision ledger,TBD_BY_BENCHMARK,TBD_BY_REPOSITORY_CLEANLINESS,,
8-7-evidence-verification-uncertainty-and-abstention__answerability-detection,answerability detection,"8.7 Evidence, verification, uncertainty and abstention",BENCHMARKED,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether answerability detection improves final product output.,TBD_BY_BASELINE,"[""TBD_BY_BENCHMARK""]",LOCAL_READINESS,scripts/run_benchmark.py,TBD_BY_CONFIGURATION_REVIEW,TBD_BY_RUNTIME_REVIEW,TBD_BY_BENCHMARK,TBD_BY_BENCHMARK,TBD_BY_SECURITY_TESTING,check_candidate_catalog_complete,final_case_evidence/benchmark_results.jsonl,direct benchmark passed; runtime promotion still requires output-value review and decision ledger,TBD_BY_BENCHMARK,TBD_BY_REPOSITORY_CLEANLINESS,,
